,Affiliation,Affiliation_2,Affiliation_3,lng,lat,id,Area_L1,Country,Area_L2
0,"Depto. de Tecn. de Alimentos e M., Ctro. de Ciê. Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil"," Ctro. de Ciê. Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil",,,,,,
1,"Departamento De Tecnologia De Alimentos E Medicamentos, Centro De Ciências Agrárias, Universidade Estadual De Londrina, Caixa Postal 6001, CEP 86051-990 Londrina, PR, Brazil"," Centro De Ciências Agrárias, Universidade Estadual De Londrina, Caixa Postal 6001, CEP 86051-990 Londrina, PR, Brazil"," Universidade Estadual De Londrina, Caixa Postal 6001, CEP 86051-990 Londrina, PR, Brazil",,,,,,
2," Centro De Investigación Y Desarrollo En Criotecnología De Alimentos (CIDCA), CONICET, Universidad Nacional De La Plata, La Plata, Argentina"," CONICET, Universidad Nacional De La Plata, La Plata, Argentina"," Universidad Nacional De La Plata, La Plata, Argentina",-57.9439718,-34.9059055,ChIJ87h-yEDmopURNk_3hRN4yfM,Buenos Aires,AR,
3,"Departamento de Tecnologia de Alimentos e Medicamentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil",,,,,,
4," Centro de Investigación y Desarrollo en Criotecnología, de Alimentos (CIDCA, CONICET, Universidad Nacional de la Plata, Buenos Aires 1900, Argentina"," de Alimentos (CIDCA, CONICET, Universidad Nacional de la Plata, Buenos Aires 1900, Argentina"," CONICET, Universidad Nacional de la Plata, Buenos Aires 1900, Argentina",-57.9439718,-34.9059055,ChIJ87h-yEDmopURNk_3hRN4yfM,Buenos Aires,AR,
5,"Depto. de Tecnologia de Alimentos, Ctro. de Ciê. Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina, PR, Brazil"," Ctro. de Ciê. Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina, PR, Brazil",,,,,,
6," Ctro. Invest./Desarrollo C.A., CONICET, Universidad Nacional de La Plata, Buenos Aires, Argentina"," CONICET, Universidad Nacional de La Plata, Buenos Aires, Argentina"," Universidad Nacional de La Plata, Buenos Aires, Argentina",-57.9511629,-34.9128319,ChIJwV1dXTfmopURlDyKtR55R_s,Buenos Aires,AR,
7," Depto. de Ing. Química, Facultad de Ingeniería, UNLP, 47 y 116, La Plata (1900), Buenos Aires, Argentina"," Facultad de Ingeniería, UNLP, 47 y 116, La Plata (1900), Buenos Aires, Argentina"," UNLP, 47 y 116, La Plata (1900), Buenos Aires, Argentina",-57.944947,-34.907468,ChIJccHGVUfmopUReItPN3I08mo,Buenos Aires,AR,La Plata
8,"Departamento de Tecnologia de Alimentos, Medicamentos - Universidade Estadual de Londrina, Londrina, PR, Brazil"," Medicamentos - Universidade Estadual de Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.2015674,-23.3285032,ChIJ9abwN59c65QRxzLFNJqIU2Y,PR,BR,Londrina
9," Departamento de Engenharia Química e Engenharia, Alimentos - Universidade Federal de Santa Catarina, 88040-900 Florianópolis, SC, Brazil"," Alimentos - Universidade Federal de Santa Catarina, 88040-900 Florianópolis, SC, Brazil"," 88040-900 Florianópolis, SC, Brazil",-48.5142031,-27.5993174,ChIJtfS1oVQ4J5URCJ_wJ4UwMSg,SC,BR,Florianópolis
10,"Department of Food Science and Technology, State University of Londrina, Londrina, PR, Brazil"," State University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
11," Department of Chemical and Food Engineering, Federal University of Santa Catarina, Florianopolis, SC 88040-900, Brazil"," Federal University of Santa Catarina, Florianopolis, SC 88040-900, Brazil"," Florianopolis, SC 88040-900, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
12,"Department of Chemical Engineering, State University of Maringá - UEM, Av. Colombo 5790, Bloco D-90, PR 87020-900 Maringa, Parana, Brazil"," State University of Maringá - UEM, Av. Colombo 5790, Bloco D-90, PR 87020-900 Maringa, Parana, Brazil"," Av. Colombo 5790, Bloco D-90, PR 87020-900 Maringa, Parana, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
13," Institute of Chemical, CT, Block A, Rio de Janeiro, RJ 21941-909, Brazil"," CT, Block A, Rio de Janeiro, RJ 21941-909, Brazil"," Block A, Rio de Janeiro, RJ 21941-909, Brazil",-43.1799455,-22.9220992,ChIJ1bZLKnl_mQARDqnKEOsdTPg,RJ,BR,Rio de Janeiro
14," College of Chemical Engineering, State University of Campinas - UNICAMP, P.O. Box 6066, 13081-970 Campinas, Brazil"," State University of Campinas - UNICAMP, P.O. Box 6066, 13081-970 Campinas, Brazil"," P.O. Box 6066, 13081-970 Campinas, Brazil",-47.0704677,-22.8626919,ChIJ_RJq9WTGyJQRiAhu55dwYz8,SP,BR,Campinas
15,"Department of Physiological Sciences, State University of Londrina, Londrina, PR, Brazil"," State University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
16," Department of Biochemistry, State University of Maringá, Maringá, PR, Brazil"," State University of Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
17," Department of Pharmacy and Pharmacology, State University of Maringá, Maringá, PR, Brazil"," State University of Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
18," Department of Food and Medicinal Technology, State University of Londrina, Londrina, PR, Brazil"," State University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
19," Departamento de Ciências Fisiológicas, Universidade Estadual de Londrina, 86051-990, Londrina - PR, Brazil"," Universidade Estadual de Londrina, 86051-990, Londrina - PR, Brazil"," 86051-990, Londrina - PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
20,"Department of Morphophysiological Sciences, State University of Maringá, 87 020-900 Maringá, Brazil"," State University of Maringá, 87 020-900 Maringá, Brazil"," 87 020-900 Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
21," Department of Biology, Center for Neuroscience and Behavior, Georgia State University, Atlanta, GA 30302-4010, United States"," Center for Neuroscience and Behavior, Georgia State University, Atlanta, GA 30302-4010, United States"," Georgia State University, Atlanta, GA 30302-4010, United States",-84.3856379,33.7508176,ChIJbfjbYo8D9YgRsIilreMvTtk,GA,US,Fulton County
22,"Depto. Tecn. Alimentos Medicamentos, Ctro. de Ciê. Agrárias, Univ. Estadual Londrina, Cx. P., Londrina, PR, Brazil"," Ctro. de Ciê. Agrárias, Univ. Estadual Londrina, Cx. P., Londrina, PR, Brazil"," Univ. Estadual Londrina, Cx. P., Londrina, PR, Brazil",,,,,,
23," Ctro. Invest. Y Desarrollo C., CONICET, Fac. Cs Exact., Univ. Nac. la Platam, Buenos Aires, Argentina"," CONICET, Fac. Cs Exact., Univ. Nac. la Platam, Buenos Aires, Argentina"," Fac. Cs Exact., Univ. Nac. la Platam, Buenos Aires, Argentina",-57.9511629,-34.9128319,ChIJwV1dXTfmopURlDyKtR55R_s,Buenos Aires,AR,
24," Depto. de Ing. Química, Facultad de Ingeniería, (UNLP), 47 Y 116, la Plata (1900), Buenos Aires, Argentina"," Facultad de Ingeniería, (UNLP), 47 Y 116, la Plata (1900), Buenos Aires, Argentina"," (UNLP), 47 Y 116, la Plata (1900), Buenos Aires, Argentina",-57.944947,-34.907468,ChIJccHGVUfmopUReItPN3I08mo,Buenos Aires,AR,La Plata
25,"Departamento de Tecnologia de Alimentos e Medicamentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, 86051-990 Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, 86051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, 86051-990 Londrina, PR, Brazil",,,,,,
26,"Department of Chemical and Food Engineering, Federal University of Santa Catarina, 88040-900 Florianópolis, SC, Brazil"," Federal University of Santa Catarina, 88040-900 Florianópolis, SC, Brazil"," 88040-900 Florianópolis, SC, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
27," Department of Food Science and Technology, State University of Londrina, Londrina, PR, Brazil"," State University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
28,"Engineering School of Lorena, University of São Paulo, P.O. Box 116, 12602-810 Lorena, SP, Brazil"," University of São Paulo, P.O. Box 116, 12602-810 Lorena, SP, Brazil"," P.O. Box 116, 12602-810 Lorena, SP, Brazil",-45.1284047,-22.7252666,ChIJq6qqqvPIzJQRXPMjuMy3CrM,SP,BR,Lorena
29," Department of Chemical Engineering, State University of Maringa, Av. Colombo 5790, 87020-900 Maringa-PR, Brazil"," State University of Maringa, Av. Colombo 5790, 87020-900 Maringa-PR, Brazil"," Av. Colombo 5790, 87020-900 Maringa-PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
30," Universidade Estadual de Londrina, Dept of Microbiology, C.P. 60001, 86051-990 Londrina, PR, Brazil"," Dept of Microbiology, C.P. 60001, 86051-990 Londrina, PR, Brazil"," C.P. 60001, 86051-990 Londrina, PR, Brazil",,,,,,
31," Centro de Ciencias Genómicas, Universidad Nacional Autónoma de México, Cuernavaca, MOR, Mexico"," Universidad Nacional Autónoma de México, Cuernavaca, MOR, Mexico"," Cuernavaca, MOR, Mexico",-99.2352962,18.9831856,ChIJrcNxcfXgzYURUg_498cbp_g,Mor.,MX,
32," Embrapa Meio Ambiente, C.P. 69, 13820-000 Jaguariúna, SP, Brazil"," C.P. 69, 13820-000 Jaguariúna, SP, Brazil"," 13820-000 Jaguariúna, SP, Brazil",-47.0162916,-22.7274139,ChIJOR7MtIbCyJQRoZNnMZT71f4,SP,BR,Jaguariúna
33,"Ctro. Bras. de Pesquisas Fisicas, Rua Xavier Sigaud 150, 22290-180 Rio de Janeiro, RJ, Brazil"," Rua Xavier Sigaud 150, 22290-180 Rio de Janeiro, RJ, Brazil"," 22290-180 Rio de Janeiro, RJ, Brazil",-43.1736561,-22.9540651,ChIJP7dREPh_mQAR53JbpR_NcEU,RJ,BR,Rio de Janeiro
34," Departamento de Fisica, Universidade Estadual Maringa, Avenida Colombo 5790, 87020-900 Maringa, PR, Brazil"," Universidade Estadual Maringa, Avenida Colombo 5790, 87020-900 Maringa, PR, Brazil"," Avenida Colombo 5790, 87020-900 Maringa, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
35," Department of Food Science and Technology, Universidade Estadual de Londrina, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
36,"Department of Chemical and Food Engineering, Federal University of Santa Catarina, Florianopolis, SC, Brazil"," Federal University of Santa Catarina, Florianopolis, SC, Brazil"," Florianopolis, SC, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
37,"Department of Food Science and Technology, CCA, State University of Londrina, PO BOX 6001, 86051-990 Londrina, PR, Brazil"," CCA, State University of Londrina, PO BOX 6001, 86051-990 Londrina, PR, Brazil"," State University of Londrina, PO BOX 6001, 86051-990 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
38," Department of Biochemistry and Biotechnology, CCE, State University of Londrina, PO BOX 6001, 86051-990 Londrina, PR, Brazil"," CCE, State University of Londrina, PO BOX 6001, 86051-990 Londrina, PR, Brazil"," State University of Londrina, PO BOX 6001, 86051-990 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
39," Centro de Investigación y Desarrollo en Criotecnología de Alimentos, CONICET, Depto. de Ingeniería Química, Buenos Aires, Argentina"," CONICET, Depto. de Ingeniería Química, Buenos Aires, Argentina"," Depto. de Ingeniería Química, Buenos Aires, Argentina",-57.9430446,-34.9071059,ChIJB5uIYD_mopURZvJ4ubVeK6E,Buenos Aires,AR,
40,"Departamento de Tecnologia de Alimentos e Medicamentos, Centro de Ciencias Agrarias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil"," Centro de Ciencias Agrarias, Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, CEP 86051-990, Londrina-PR, Brazil",,,,,,
41,"Universidade Estadual de Londrina, Depto. Tecn. Alimentos Medicamentos, C.P.6001, 86051-970 Londrina-PR, Brazil"," Depto. Tecn. Alimentos Medicamentos, C.P.6001, 86051-970 Londrina-PR, Brazil"," C.P.6001, 86051-970 Londrina-PR, Brazil",-51.1978748,-23.2999288,ChIJsx91RD5b65QR5cmOCPwdi3I,PR,BR,Londrina
42," University of Gent, Fac. of Agric. and Appl. Biol. Sci., Coupure Links, 653, B-9000 Gent, Belgium"," Fac. of Agric. and Appl. Biol. Sci., Coupure Links, 653, B-9000 Gent, Belgium"," Coupure Links, 653, B-9000 Gent, Belgium",3.7089586,51.0527795,ChIJ2w8842txw0cRV8fVgRqY3hM,Vlaanderen,BE,OV
43,"Department of Chemical Engineering, State University of Maringá, Av. Colombo 5790, Bloco D90, Maringa, CEP 87020-900 Parana, PR, Brazil"," State University of Maringá, Av. Colombo 5790, Bloco D90, Maringa, CEP 87020-900 Parana, PR, Brazil"," Av. Colombo 5790, Bloco D90, Maringa, CEP 87020-900 Parana, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
44,"Department of Morphophysiological Sciences, State University of Maringá, Maringá, Brazil"," State University of Maringá, Maringá, Brazil"," Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
45,"Department of Chemical Engineering, Maringá State University - UEM, Av. Colombo 5790, 87020 900 Maringá, PR, Brazil"," Maringá State University - UEM, Av. Colombo 5790, 87020 900 Maringá, PR, Brazil"," Av. Colombo 5790, 87020 900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
46," DPQ-FEQ, College of Chemical Engineering, State University of Campinas - UNICAMP, 13081 970 Campinas, SP, Brazil"," College of Chemical Engineering, State University of Campinas - UNICAMP, 13081 970 Campinas, SP, Brazil"," State University of Campinas - UNICAMP, 13081 970 Campinas, SP, Brazil",-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
47," Chemical Institute, UFRJ, CT, Bloco A, 21945 970-Rio de Janeiro-RJ, Brazil"," UFRJ, CT, Bloco A, 21945 970-Rio de Janeiro-RJ, Brazil"," CT, Bloco A, 21945 970-Rio de Janeiro-RJ, Brazil",-43.2284439,-22.8617819,ChIJC3T9sUd5mQARPAKom9ISd6Q,RJ,BR,Rio de Janeiro
48,"Departamento de Industrias, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Pabellon Industrias, Ciudad Universitaria, 1428 Buenos Aires, Argentina"," Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Pabellon Industrias, Ciudad Universitaria, 1428 Buenos Aires, Argentina"," Universidad de Buenos Aires, Pabellon Industrias, Ciudad Universitaria, 1428 Buenos Aires, Argentina",-58.438646,-34.5433313,ChIJW1ew6Ue0vJURmkmlZTQUYEk,CABA,AR,Comuna 13
49," Departamento de Tecnologia de Alimentos e Medicamentos, Universidade Estadual de Londrina, CP 6001, 86051-970 Londrina, PR, Brazil"," Universidade Estadual de Londrina, CP 6001, 86051-970 Londrina, PR, Brazil"," CP 6001, 86051-970 Londrina, PR, Brazil",-51.1439719,-23.3164398,ChIJdwtREnpD65QR9lItrYrXmPE,PR,BR,Londrina
50,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, 86051-980 Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, 86051-980 Londrina, PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, 86051-980 Londrina, PR, Brazil",,,,,,
51," Laboratório de Permeaç ão e Sorç ão, Departamento de Engenharia de Materiais, Universidade Federal de São Carlos, 13560-970 São Carlos, SP, Brazil"," Departamento de Engenharia de Materiais, Universidade Federal de São Carlos, 13560-970 São Carlos, SP, Brazil"," Universidade Federal de São Carlos, 13560-970 São Carlos, SP, Brazil",-47.8812899,-21.9814865,ChIJWzQ8lh9xuJQRLjgo9ktkX5k,SP,BR,
52,"Depto. Tecn. Alimentos Medicamentos, Ctro. de Ciê. Agrárias, Universidade Estadual de Londrina, Caixa Postal 6001, CEP 86051-990, Londrina, Brazil"," Ctro. de Ciê. Agrárias, Universidade Estadual de Londrina, Caixa Postal 6001, CEP 86051-990, Londrina, Brazil"," Universidade Estadual de Londrina, Caixa Postal 6001, CEP 86051-990, Londrina, Brazil",,,,,,
53," Depto. de Engenharia de Alimentos, Pont. Univ. Católica-PR, Curitiba, Brazil"," Pont. Univ. Católica-PR, Curitiba, Brazil"," Curitiba, Brazil",-49.2509087,-25.4513297,ChIJgTH8bvrk3JQRd_SmkSRFD4s,PR,BR,Curitiba
54," Departamento de Química, Univ. Federal do Paraná, Caixa Postal 19081, Curitiba, PR, Brazil"," Univ. Federal do Paraná, Caixa Postal 19081, Curitiba, PR, Brazil"," Caixa Postal 19081, Curitiba, PR, Brazil",,,,,,
55,"Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), P.O. Box 6001, CEP 86051-990, Londrina, Brazil"," Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), P.O. Box 6001, CEP 86051-990, Londrina, Brazil"," Rodovia Celso Garcia Cid (PR 445), P.O. Box 6001, CEP 86051-990, Londrina, Brazil",-51.1883995,-23.3287012,ChIJxxEYcslE65QRwuzcH72xNJE,PR,BR,Londrina
56,"Faculdade de Ciências e Tecnologia, UNESP, Presidente Prudente/SP, 19060-900, Brazil"," UNESP, Presidente Prudente/SP, 19060-900, Brazil"," Presidente Prudente/SP, 19060-900, Brazil",-51.4088155,-22.121266,ChIJWfP3Dz_0k5QRv6zklQvR9T8,SP,BR,Pres. Prudente
57," Universidade Federal de São Carlos, Campus Sorocaba/SP, 18052-780, Brazil"," Campus Sorocaba/SP, 18052-780, Brazil"," 18052-780, Brazil",-47.5244627,-23.5819158,ChIJJ1P_L0yKxZQRZnj-1scP8Yo,SP,BR,Sorocaba
58," Universidade Estadual de Maringá, Maringd/PR, 87020-900, Brazil"," Maringd/PR, 87020-900, Brazil"," 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
59,"Universidade Parananense, Sq. Mascarenhas Moraes, s/n, Cx.P 224, CEP 87502-210 Umuarama, PR, Brazil"," Sq. Mascarenhas Moraes, s/n, Cx.P 224, CEP 87502-210 Umuarama, PR, Brazil"," s/n, Cx.P 224, CEP 87502-210 Umuarama, PR, Brazil",-53.2981568,-23.7523405,ChIJz2JPD_zT8pQRlatmFiBao3o,PR,BR,Umuarama
60," Departamento de Química, Universidade Estadual de Maringa, Av Colombo 5790, 87020-900 Maringá, PR, Brazil"," Universidade Estadual de Maringa, Av Colombo 5790, 87020-900 Maringá, PR, Brazil"," Av Colombo 5790, 87020-900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
61," IQSC, Universidade de São Paulo, Av. Trabalhador Saocarlense, 400, Cx.P 780, CEP 13560-970 São Carlos, SP, Brazil"," Universidade de São Paulo, Av. Trabalhador Saocarlense, 400, Cx.P 780, CEP 13560-970 São Carlos, SP, Brazil"," Av. Trabalhador Saocarlense, 400, Cx.P 780, CEP 13560-970 São Carlos, SP, Brazil",-47.8982502,-22.0053637,ChIJVUwNn8twuJQRaPperSemH4Y,SP,BR,São Carlos
62,"Department of Physical Education, Fluminense Federal University, Niterói, RJ, Brazil"," Fluminense Federal University, Niterói, RJ, Brazil"," Niterói, RJ, Brazil",-43.123741,-22.9016321,ChIJL6EKdtmDmQARXfoymI2oOWE,RJ,BR,Niterói
63," Dept. of Pharmacy and Pharmacology, University of Maringá, Maringá, PR, Brazil"," University of Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
64," Dept. of Physiological Sciences, State University of Londrina, Londrina, PR, Brazil"," State University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
65," Dept. of Physiology and Biophysics, University of São Paulo, São Paulo, SP, Brazil"," University of São Paulo, São Paulo, SP, Brazil"," São Paulo, SP, Brazil",-46.7307891,-23.5613991,ChIJEVnw4BFWzpQRVm7gx9L09AQ,SP,BR,São Paulo
66," Department of Food Science and Technology, Londrina State University, 86051-990 Londrina, Brazil"," Londrina State University, 86051-990 Londrina, Brazil"," 86051-990 Londrina, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
67," Department of Chemistry, Federal University of Santa Catarina, Florianópolis, Brazil"," Federal University of Santa Catarina, Florianópolis, Brazil"," Florianópolis, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
68," Federal University of Pampa, Itaqui, Brazil"," Itaqui, Brazil", Brazil,-56.5508864,-29.156081,ChIJTdj7H-lfVJQR1-_3epdtHCk,RS,BR,Itaqui
69,"Department of Chemistry, Campinas State University, Campinas, Brazil"," Campinas State University, Campinas, Brazil"," Campinas, Brazil",-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
70,"Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil"," School of Medicine, University of São Paulo, São Paulo, Brazil"," University of São Paulo, São Paulo, Brazil",-46.6701544,-23.5553352,ChIJH7blKipYzpQR3-4gBhhIxMs,SP,BR,São Paulo
71,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil"," Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil",,,,,,
72," Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA), CONICET, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina"," CONICET, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina"," Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina",-57.9439718,-34.9059055,ChIJ87h-yEDmopURNk_3hRN4yfM,Buenos Aires,AR,
73,"Department of Chemical Engineering, State University of Maringá, Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil"," State University of Maringá, Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil"," Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
74,"Departamento de Ciência e Tecnologia de Alimentos, CCA, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil"," CCA, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil",,,,,,
75," Departamento de Bioquímica e Biotecnologia, CCE, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil"," CCE, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil",,,,,,
76," CEPROBI, Instituto Politecnico Nacional, PO BOX 62731, Yautepec, MO, Mexico"," Instituto Politecnico Nacional, PO BOX 62731, Yautepec, MO, Mexico"," PO BOX 62731, Yautepec, MO, Mexico",-99.0626377,18.8891562,ChIJ47xD_81zzoUR8mRtGrPXJbs,Mor.,MX,
77,"Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil"," School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil"," University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil",-47.852202,-21.165246,ChIJPSl2T929uZQReNWJSFBjMks,SP,BR,Ribeirão Preto
78,"Department of Chemical Engineering, Federal University of Paraná, CEP 81531-990, Curitiba, Brazil"," Federal University of Paraná, CEP 81531-990, Curitiba, Brazil"," CEP 81531-990, Curitiba, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,Curitiba
79," Department of Chemical Engineering, Maringá State University (UEM), Av. Colombo 5790, 87020-900 Maringá, Brazil"," Maringá State University (UEM), Av. Colombo 5790, 87020-900 Maringá, Brazil"," Av. Colombo 5790, 87020-900 Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
80,"School of Chemical Engineering, Department of Polymer Technology, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil"," Department of Polymer Technology, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil"," State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil",-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
81," Federal Institute of Education, Science and Technology, IFMT Campus Bela Vista, 78050-000 Cuiabá, MT, Brazil"," Science and Technology, IFMT Campus Bela Vista, 78050-000 Cuiabá, MT, Brazil"," IFMT Campus Bela Vista, 78050-000 Cuiabá, MT, Brazil",-56.061452,-15.580326,ChIJHWUtIVGwnZMRNZeXMDgUPzw,MT,BR,Cuiabá
