,Affiliation,Affiliation_2,Affiliation_3,lng,lat,id,Area_L1,Country,Area_L2
428," Departamento de Química-CCE, Universidade Estadual de Londrina, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.2005095,-23.3269506,ChIJO7JFY59c65QR13vv2yhznIg,PR,BR,Londrina
429,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil"," Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil",-51.2015674,-23.3285032,ChIJ9abwN59c65QRxzLFNJqIU2Y,PR,BR,Londrina
430," Departamento de Bioquímica e Biotecnologia, Centro de Ciência Exatas, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil"," Centro de Ciência Exatas, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil"," Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil",-51.2005095,-23.3269506,ChIJq3XnYp9c65QR4T-ctNCAQ7E,PR,BR,Londrina
431,"Universidade Estadual de Maringá, Departamento de Química, Av. Colombo 5790, Maringá-PR, Brazil"," Departamento de Química, Av. Colombo 5790, Maringá-PR, Brazil"," Av. Colombo 5790, Maringá-PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
432," Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil"," Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil"," Rua Marcílio Dias, 635, Apucarana-PR, Brazil",-51.4282051,-23.5510602,ChIJGYgBNACc7JQRfIHnEyU6u_M,PR,BR,Apucarana
433,"Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil"," UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil"," Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil",-49.2492675,-25.4106157,ChIJ1d3jzS3k3JQRPcbHyz7YwE4,PR,BR,Curitiba
434,"Universidad del Tolima, Grupo de investigación en sistemas agroforestales pecuarios, Ibagué, Tolima, Colombia"," Grupo de investigación en sistemas agroforestales pecuarios, Ibagué, Tolima, Colombia"," Ibagué, Tolima, Colombia",-75.242438,4.444676,ChIJw4N9lwnEOI4RjnG5Vu4_b-E,Tolima,CO,Ibague
435," Universidade Estadual de Maringá, Grupo de pesquisa em nutrição de ruminantes, Brazil"," Grupo de pesquisa em nutrição de ruminantes, Brazil", Brazil,-51.92528,-14.235004,ChIJzyjM68dZnAARYz4p8gYVWik,,BR,
436,"Universidade Estadual Do Oeste Do Paraná, UNIOESTE, Marechal Cândido Rondon, Brazil"," UNIOESTE, Marechal Cândido Rondon, Brazil"," Marechal Cândido Rondon, Brazil",-54.0485463,-24.5566277,ChIJb0wbBziA85QR4xSxjnvm3ng,PR,BR,Mal. Cândido Rondon
437," Programa de Pós Graduação Stricto Sensu em Zootecnia, UNIOESTE, Marechal Cândido Rondon, Brazil"," UNIOESTE, Marechal Cândido Rondon, Brazil"," Marechal Cândido Rondon, Brazil",-54.0485463,-24.5566277,ChIJb0wbBziA85QR4xSxjnvm3ng,PR,BR,Mal. Cândido Rondon
438," Programa de Pós Graduação Stricto Sensu em Zootecnia, Universidade Federal da Grande Dourados, UFGD, Dourados, Brazil"," Universidade Federal da Grande Dourados, UFGD, Dourados, Brazil"," UFGD, Dourados, Brazil",-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
439,", UNIOESTE, Marechal Cândido Rondon, Brazil"," UNIOESTE, Marechal Cândido Rondon, Brazil"," Marechal Cândido Rondon, Brazil",-54.0485463,-24.5566277,ChIJb0wbBziA85QR4xSxjnvm3ng,PR,BR,Mal. Cândido Rondon
440," Programa de Pós-Graduação Stricto Sensu em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, Brazil"," Universidade Estadual de Maringá, UEM, Maringá, Brazil"," UEM, Maringá, Brazil",-51.9417856,-23.4043603,ChIJNTBRL8zW7JQRKhn2hF5MYSg,PR,BR,Maringá
441,"Faculty of Engineering, Federal University of Grande Dourados, Brazil"," Federal University of Grande Dourados, Brazil", Brazil,-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
442," Department of Chemistry, Federal University of Santa Catarina, Brazil"," Federal University of Santa Catarina, Brazil", Brazil,-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
443," Department of Food Science and Technology, Londrina State University, Brazil"," Londrina State University, Brazil", Brazil,-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
444," Faculty of Chemical Engineering, Campinas State University, Brazil"," Campinas State University, Brazil", Brazil,-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
445,"Departamento de Agronomia, Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.9417029,-23.404307,ChIJvaWJJczW7JQR73Ghr6ew5jU,PR,BR,
446," Núcleo de Pesquisas em Limnologia, Ictiologia e Aquicultura, Departamento de Biologia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Ictiologia e Aquicultura, Departamento de Biologia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Departamento de Biologia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil",-51.9386437,-23.4031699,ChIJxw6Q7szW7JQRld6HFoG1qVk,PR,BR,Maringá
447," Departamento de Biologia Celular e Genética, Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
448,"Universidade Tecnológica Federal Do Paraná - UTFPR, Av. dos Pioneiros, 3131, CEP 86036-370, Londrina, PR, Brazil"," Av. dos Pioneiros, 3131, CEP 86036-370, Londrina, PR, Brazil"," 3131, CEP 86036-370, Londrina, PR, Brazil",-51.1148786,-23.3074289,ChIJ4UdkVlZD65QRVg2Zyg-Ae7g,PR,BR,Londrina
449," Departamento de Engenharia de Materiais, UFSCar, Brazil"," UFSCar, Brazil", Brazil,-47.8812899,-21.9814865,ChIJWzQ8lh9xuJQRLjgo9ktkX5k,SP,BR,
450," Laboratório Nacional de Nanotecnologia Para O Agronegócio (LNNA), Embrapa Instrumentação Agropecuária, Brazil"," Embrapa Instrumentação Agropecuária, Brazil", Brazil,-47.8960876,-22.0126378,ChIJ18pnVjF3uJQRKCBJI2Nf3LI,SP,BR,São Carlos
451," Embrapa Agroindústria Tropical, Brazil", Brazil,,-38.5026812,-4.1836525,ChIJD-UqpW23uAcRT5PHX0jyvC0,CE,BR,Pacajus
452,"Embrapa Agroindústria de Alimentos, Av. das Américas, 29501, 23020-470"," Av. das Américas, 29501, 23020-470"," 29501, 23020-470",-43.5823084,-23.0011135,ChIJWaoy_hTvmwARMqf_f-QtI0o,RJ,BR,Rio de Janeiro
453," Departamento de Bioquímica e Biotecnologia, Centro de Ciências Exatas, Universidade Estadual de Londrina, C.P.: 6001, 86051-990;Londrina - PR, Brazil"," Centro de Ciências Exatas, Universidade Estadual de Londrina, C.P.: 6001, 86051-990;Londrina - PR, Brazil"," Universidade Estadual de Londrina, C.P.: 6001, 86051-990;Londrina - PR, Brazil",,,,,,
454," Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C. P.: 6001, 86051-990"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, C. P.: 6001, 86051-990"," Universidade Estadual de Londrina, C. P.: 6001, 86051-990",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
455,"Universidade Estadual de Maringá, Brazil", Brazil,,-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
456," Departamento de Zootecnia, Universidade Federal dos Vales do Jequitinhonha e Mucuri, Brazil"," Universidade Federal dos Vales do Jequitinhonha e Mucuri, Brazil", Brazil,-41.4976224,-17.8842558,ChIJYxVqCMF2swARN3xVbEOytqQ,MG,BR,Teófilo Otoni
457," UNESP, Jaboticabal, Brazil"," Jaboticabal, Brazil", Brazil,-48.2930851,-21.2439994,ChIJD_EpRPFsuZQR1cQkpbQ5Nyc,SP,BR,Jaboticabal
458,"Laboratory for PharmacoTechnology, Department of Pharmacology and Therapeutic, Av. Colombo, 5790, Anexo Bloco P02, 87020-900 Maringá, Brazil"," Department of Pharmacology and Therapeutic, Av. Colombo, 5790, Anexo Bloco P02, 87020-900 Maringá, Brazil"," Av. Colombo, 5790, Anexo Bloco P02, 87020-900 Maringá, Brazil",,,,,,
459," Department of Chemistry, Universidade Estadual de Maringá (UEM)/ Maringá - Paraná, Av. Colombo, 5790, Anexo Bloco P02, 87020-900 Maringá, Brazil"," Universidade Estadual de Maringá (UEM)/ Maringá - Paraná, Av. Colombo, 5790, Anexo Bloco P02, 87020-900 Maringá, Brazil"," Av. Colombo, 5790, Anexo Bloco P02, 87020-900 Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
460,", Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
461," Departamento de Biologia Celular e Genética, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
462," Departamento de Biologia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil"," Av. Colombo, 5790, 87020-900 Maringá, PR, Brazil",-51.9395721,-23.4036831,ChIJDd8YWMzW7JQRGv2SDn7on8Q,PR,BR,Maringá
463,"Programa de Pós-graduação em Ciências Farmacêuticas, Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Maringá, Paraná, Brazil"," Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
464," Departamento de Farmácia e Farmacologia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
465," Department of Chemical Engineering, Campinas State University, Campinas, Brazil"," Campinas State University, Campinas, Brazil"," Campinas, Brazil",-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
466,"Faculty of Engineering, Federal University of Grande Dourados, Dourados, Brazil"," Federal University of Grande Dourados, Dourados, Brazil"," Dourados, Brazil",-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
467," Department of Pharmaceutical Sciences, Federal University of Santa Catarina, Florianópolis, Brazil"," Federal University of Santa Catarina, Florianópolis, Brazil"," Florianópolis, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
468," Centre Català del Plàstic, Universitat Politècnica de Catalunya, Spain"," Universitat Politècnica de Catalunya, Spain", Spain,2.0233351,41.5589412,ChIJtyk5QOGSpBIRhhcV2Fz1VXo,CT,ES,Barcelona
469," Faculty of Technology of São Paulo State, Mogi Mirim, Brazil"," Mogi Mirim, Brazil", Brazil,-47.0193913,-22.455799,ChIJL54fo5f3yJQRk-6vV_kB5lw,SP,BR,Mogi Mirim
470," Londrina State University, Londrina, Brazil"," Londrina, Brazil", Brazil,-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
471,"Department of Food Science and Technology, Universidade Estadual de Londrina, Rod. Celso Garcia Cid (PR 445), km 380, P.O. Box 6001, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Rod. Celso Garcia Cid (PR 445), km 380, P.O. Box 6001, Londrina, PR, Brazil"," Rod. Celso Garcia Cid (PR 445), km 380, P.O. Box 6001, Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
472," Universidade Tecnológica Federal do Paraná, Campus Dois Vizinhos, Estrada para Boa Esperança, Km 04, Dois Vizinhos, PR, Brazil"," Campus Dois Vizinhos, Estrada para Boa Esperança, Km 04, Dois Vizinhos, PR, Brazil"," Estrada para Boa Esperança, Km 04, Dois Vizinhos, PR, Brazil",-53.0978886,-25.7030507,ChIJhWHSDfBI8JQRChNl2GfnZTk,PR,BR,Dois Vizinhos
473,"Faculdade de Engenharia Química, Universidade Federal de Uberlândia, Avenida Joao Naves de avila 2121, Uberlândia MG, Brazil"," Universidade Federal de Uberlândia, Avenida Joao Naves de avila 2121, Uberlândia MG, Brazil"," Avenida Joao Naves de avila 2121, Uberlândia MG, Brazil",-48.2581695,-18.9185061,ChIJkzVVMXRFpJQRAGMOswSkmDI,MG,BR,Uberlândia
474," Departamento de Engenharia Química, Universidade Federal Rural Do Rio de Janeiro, Rodovia BR 465, Km 07, s/n - Zona Rural, Seropédica RJ, Brazil"," Universidade Federal Rural Do Rio de Janeiro, Rodovia BR 465, Km 07, s/n - Zona Rural, Seropédica RJ, Brazil"," Rodovia BR 465, Km 07, s/n - Zona Rural, Seropédica RJ, Brazil",-43.6850354,-22.7684765,ChIJX0EeJdhVmQARvWgrCrqBNWE,RJ,BR,Seropédica
475,"Department of Chemical Engineering, Federal University of Paraná, Curitiba, PR, Brazil"," Federal University of Paraná, Curitiba, PR, Brazil"," Curitiba, PR, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,
476," School of Chemistry and Food, Federal University of Rio Grande, Santo Antônio da Patrulha, RS, Brazil"," Federal University of Rio Grande, Santo Antônio da Patrulha, RS, Brazil"," Santo Antônio da Patrulha, RS, Brazil",-50.5196706,-29.8253262,ChIJwRAjGgT4GJURVy4QWw7WxvM,RS,BR,Santo Antônio da Patrulha
477," Centro Universitário da Fundação de Ensino Octávio Bastos (UNIFEOB), São João da Boa Vista, SP, Brazil"," São João da Boa Vista, SP, Brazil"," SP, Brazil",-46.793492,-21.969876,ChIJube9XXrLyZQRT4DqfunkClI,SP,BR,São João da Boa Vista
478,"Materials Chemistry and Sensors Laboratories, Department of Chemistry, Universidade Estadual de Maringá, Av. Colombo 5790, Maringá, Paraná, Brazil"," Department of Chemistry, Universidade Estadual de Maringá, Av. Colombo 5790, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Av. Colombo 5790, Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
479," Biomaterials and Biomechanics, Oregon Health and Science University, 611 SW Campus Dr, Portland, OR, United States"," Oregon Health and Science University, 611 SW Campus Dr, Portland, OR, United States"," 611 SW Campus Dr, Portland, OR, United States",-122.6855083,45.4999586,ChIJJXtTNUEKlVQRNPTy6rOa3gY,OR,US,Multnomah County
480,"Department of Food Engineering, State University of Maringá - UEM, Colombo Avenue, Maringá, Paraná, Brazil"," State University of Maringá - UEM, Colombo Avenue, Maringá, Paraná, Brazil"," Colombo Avenue, Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
481," Department of Food Science and Technology, State Universisityof Londrina - UEL, Londrina, PR, Brazil"," State Universisityof Londrina - UEL, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
482,"2C2T, Centro de Ciência e Tecnologia Têxtil, Universidade do Minho, Campus de Azurém, Guimarães, Portugal"," Centro de Ciência e Tecnologia Têxtil, Universidade do Minho, Campus de Azurém, Guimarães, Portugal"," Universidade do Minho, Campus de Azurém, Guimarães, Portugal",-8.2917915,41.4516554,ChIJMdIqc_LvJA0REe768RP-SDA,Braga,PT,
483," CMEMS-UMinho, Center for MicroElectromechanical Systems, Universidade do Minho, Campus de Azurém, Guimarães, Portugal"," Center for MicroElectromechanical Systems, Universidade do Minho, Campus de Azurém, Guimarães, Portugal"," Universidade do Minho, Campus de Azurém, Guimarães, Portugal",-8.2917915,41.4516554,ChIJMdIqc_LvJA0REe768RP-SDA,Braga,PT,
484," Departamento de Engenharia Têxtil, Universidade Estadual de Maringá, Campus Universitário, Av. Reitor Zeferino Vaz, s/n, C.P. 171, Goioerê-Paraná, Brazil"," Universidade Estadual de Maringá, Campus Universitário, Av. Reitor Zeferino Vaz, s/n, C.P. 171, Goioerê-Paraná, Brazil"," Campus Universitário, Av. Reitor Zeferino Vaz, s/n, C.P. 171, Goioerê-Paraná, Brazil",-53.0499244,-24.1893155,ChIJ52UKjLP08pQR02qIMm_Hm3g,PR,BR,Goioerê
485,"Programa de Pós-graduação em Tecnologia de Alimentos, Universidade Tecnológica Federal Do Paraná - UTFPR, Campo Mourão, PR, Brazil"," Universidade Tecnológica Federal Do Paraná - UTFPR, Campo Mourão, PR, Brazil"," Campo Mourão, PR, Brazil",-52.3865404,-24.0614593,ChIJWUgGE2Z17ZQR7ZEEwxWmK8E,PR,BR,Campo Mourão
486," Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil"," Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil",-51.2015674,-23.3285032,ChIJ9abwN59c65QRxzLFNJqIU2Y,PR,BR,Londrina
487,"Department of Science and Technology Food, Agrarian Science Center, State University of Londrina (UEL), Rodovia Celso Garcia Cid (PR 445), Km 380, Londrina, Paraná, Brazil"," Agrarian Science Center, State University of Londrina (UEL), Rodovia Celso Garcia Cid (PR 445), Km 380, Londrina, Paraná, Brazil"," State University of Londrina (UEL), Rodovia Celso Garcia Cid (PR 445), Km 380, Londrina, Paraná, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
488,"Departamento de Agronomia, Universidade Estadual de MaringáPR, Brazil"," Universidade Estadual de MaringáPR, Brazil", Brazil,-51.9417029,-23.404307,ChIJvaWJJczW7JQR73Ghr6ew5jU,PR,BR,
489,"Discente Do Curso de Doutorado em Agronomia, Universidade Estadual de Londrina, UEL, Londrina, PR, Brazil"," Universidade Estadual de Londrina, UEL, Londrina, PR, Brazil"," UEL, Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
490," Departamento de Biologia, Universidade Estadual Do Norte Do Paraná, UENP, Cornélio Procópio, PR, Brazil"," Universidade Estadual Do Norte Do Paraná, UENP, Cornélio Procópio, PR, Brazil"," UENP, Cornélio Procópio, PR, Brazil",-51.1956517,-23.3256018,ChIJeahMMKFc65QRPmuTvM92wWQ,PR,BR,Londrina
491," Biólogo, Bolsista Do Consórcio Pesquisa Café, UEL, Londrina, PR, Brazil"," Bolsista Do Consórcio Pesquisa Café, UEL, Londrina, PR, Brazil"," UEL, Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
492," Discente Do Curso de Graduação em Agronomia, UEL, Londrina, PR, Brazil"," UEL, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
493," Departamento de Agronomia, UEL, Londrina, PR, Brazil"," UEL, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
494,"Department of Chemical Engineering, Federal University of Paraná (UFPR), Polytechnic Center, Jardim das Américas, Curitiba, PR, Brazil"," Federal University of Paraná (UFPR), Polytechnic Center, Jardim das Américas, Curitiba, PR, Brazil"," Polytechnic Center, Jardim das Américas, Curitiba, PR, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,
495," Department of Chemical Engineering, Maringá State University (UEM), Av. Colombo, 5790, Maringáa, PR, Brazil"," Maringá State University (UEM), Av. Colombo, 5790, Maringáa, PR, Brazil"," Av. Colombo, 5790, Maringáa, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
496,"Departamento de Medicina Veterinária, Centro Universitário de Maringá, Maringá, PR, Brazil"," Centro Universitário de Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-49.2464121,-25.4251016,ChIJK7g4qEvk3JQRuqe_xxwBjqA,PR,BR,Curitiba
497," Universidade Estadual de Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil"," PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
498," Pós-Graduação em Zootecnia, Universidade Estadual Paulista, Jaboticabal, SP, Brazil"," Universidade Estadual Paulista, Jaboticabal, SP, Brazil"," Jaboticabal, SP, Brazil",-48.2930851,-21.2439994,ChIJD_EpRPFsuZQR1cQkpbQ5Nyc,SP,BR,Jaboticabal
499," Departamento de Zootecnia, Universidade Federal de Sergipe, São Cristóvão, SE, Brazil"," Universidade Federal de Sergipe, São Cristóvão, SE, Brazil"," São Cristóvão, SE, Brazil",-37.104444,-10.930163,ChIJ6VVxIECyGgcR1-Fhwvy8hWA,SE,BR,São Cristóvão
500,"Department of Food Science and Technology, Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil"," Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
501," Universidade Tecnológica Federal do Paraná - UTFPR, Dois Vizinhos, PR, Brazil"," Dois Vizinhos, PR, Brazil"," PR, Brazil",-53.0978886,-25.7030507,ChIJhWHSDfBI8JQRChNl2GfnZTk,PR,BR,Dois Vizinhos
502," Universidade Tecnológica Federal do Paraná - UTFPR, Londrina, PR, Brazil"," Londrina, PR, Brazil"," PR, Brazil",-51.1148786,-23.3074289,ChIJ4UdkVlZD65QRVg2Zyg-Ae7g,PR,BR,Londrina
503," Universidade Tecnológica Federal do Paraná - UTFPR, Pato Branco, PR, Brazil"," Pato Branco, PR, Brazil"," PR, Brazil",-52.690208,-26.197711,ChIJP8k6Rm_k3JQRGWQiNeUZp_M,PR,BR,Pato Branco
504,"Universidade Federal da Fronteira Sul (UFFS), BR 158, Km 405, CP 106, Laranjeiras do Sul, PR, Brazil"," BR 158, Km 405, CP 106, Laranjeiras do Sul, PR, Brazil"," Km 405, CP 106, Laranjeiras do Sul, PR, Brazil",-51.4403203,-23.5517977,ElxSLiBQcm9mYSBOaWx6YSBDYXJvbGluYSBQZWRlcnNvbGkgQmVydGFzc28sIDE1OCAtIEphcmRpbSBUcmFiYWxoaXN0YSwgQXB1Y2FyYW5hIC0gUFIsIEJyYXNpbA,PR,BR,Apucarana
505," Instituto Agronômico do Paraná (IAPAR), Londrina, PR, Brazil"," Londrina, PR, Brazil"," PR, Brazil",-51.1618366,-23.3542713,ChIJFbzrTCdD65QR7nBitRlRkJk,PR,BR,Londrina
506,"Departamento de Zootecnia, University of MaringáParaná, Brazil"," University of MaringáParaná, Brazil", Brazil,-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
507," Departamento de Zootecnia, University of Oeste do Paraná, Marechal Cândido RondonParaná, Brazil"," University of Oeste do Paraná, Marechal Cândido RondonParaná, Brazil"," Marechal Cândido RondonParaná, Brazil",-54.0485463,-24.5566277,ChIJb0wbBziA85QR4xSxjnvm3ng,PR,BR,Mal. Cândido Rondon
508,"Universidade Estadual de Londrina, Centro de Ciências Agrárias, Programa de Pós-Graduação em Ciência Animal, Londrina, Paraná, Brazil"," Centro de Ciências Agrárias, Programa de Pós-Graduação em Ciência Animal, Londrina, Paraná, Brazil"," Programa de Pós-Graduação em Ciência Animal, Londrina, Paraná, Brazil",,,,,,
509," Universidade Federal da Grande Dourados, Faculdade de Ciências Agrárias, Programa de Pós-Graduação em Zootecnia, Dourados, Mato Grosso do Sul, Brazil"," Faculdade de Ciências Agrárias, Programa de Pós-Graduação em Zootecnia, Dourados, Mato Grosso do Sul, Brazil"," Programa de Pós-Graduação em Zootecnia, Dourados, Mato Grosso do Sul, Brazil",-54.930187,-22.196219,ChIJK-39xcWtiZQRT3eAEyBJq-A,MS,BR,Dourados
510," Universidade Federal da Grande Dourados, Faculdade de Ciências Agrárias, Dourados, Mato Grosso do Sul, Brazil"," Faculdade de Ciências Agrárias, Dourados, Mato Grosso do Sul, Brazil"," Dourados, Mato Grosso do Sul, Brazil",-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
511," Universidade Estadual Paulista, Faculdade de Medicina Veterinária e Zootecnia, Departamento de Produção Animal, Botucatu, São Paulo, Brazil"," Faculdade de Medicina Veterinária e Zootecnia, Departamento de Produção Animal, Botucatu, São Paulo, Brazil"," Departamento de Produção Animal, Botucatu, São Paulo, Brazil",-48.4982624,-22.8895002,ChIJb0C_yV4nx5QRc0dtq8KobFs,SP,BR,Botucatu
512," Universidade Estadual Paulista, Faculdade de Ciências Agrárias e Veterinárias, Departamento de Zootecnia, Jaboticabal, São Paulo, Brazil"," Faculdade de Ciências Agrárias e Veterinárias, Departamento de Zootecnia, Jaboticabal, São Paulo, Brazil"," Departamento de Zootecnia, Jaboticabal, São Paulo, Brazil",-48.2930851,-21.2439994,ChIJD_EpRPFsuZQR1cQkpbQ5Nyc,SP,BR,Jaboticabal
513,"Programa de Pós Graduação em Agronomia, Centro de Ciências Agrárias, Universidade Estadual de Londrina, Londrina-PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, Londrina-PR, Brazil"," Universidade Estadual de Londrina, Londrina-PR, Brazil",-51.2016535,-23.3283951,ChIJkXjxR59c65QRAwbdjqIaTkU,PR,BR,Londrina
514," Departamento de Fitotecnia, Centro de Ciências Agrárias, Universidade Federal do Ceará, Fortaleza-CE, Brazil"," Centro de Ciências Agrárias, Universidade Federal do Ceará, Fortaleza-CE, Brazil"," Universidade Federal do Ceará, Fortaleza-CE, Brazil",-38.5385951,-3.7414015,ChIJsevs2w9JxwcRvUMn6w0MCmc,CE,BR,Fortaleza
